ref,title,author,lastRunTime,totalVotes,competition,domain,dataDependency,codeDependency,awareness,modularity,configurableOptions,scalability,readability,performance,duplicateCodeElimination
vineeth1999/pytorch-efficientnet-baseline-inference-tta,Pytorch Efficientnet Baseline [Inference] TTA,Convophile,2020-11-21 18:03:29.170000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
gauravduttakiit/class-dataset-cassava-leaf-disease-classification,Class Dataset: Cassava Leaf Disease Classification,Gaurav Dutta,2023-05-10 01:52:21.087000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
konradb/ch3-end-to-end-image-classification,ch3_end_to_end_image_classification,Konrad Banachewicz,2022-12-03 16:50:03.207000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
santosh1233/plant-disease-training,plant disease training,santosh1233,2022-11-11 09:36:26.293000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
mustai/vision-transformer-vit-fine-tuning,Vision Transformer (ViT) Fine-tuning,B. Wang,2022-01-20 02:11:06.580000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
chetan8007/leaf-disease-classification-using-pytorch,Leaf Disease Classification Using PyTorch,Chetan Borse,2021-04-29 17:40:50.540000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
mohitkeshwanii/cassava-ensemble-vgg16-mobilenetv2-densenet169,Cassava: Ensemble(VGG16+MobileNetV2+DenseNet169),Mohit keshwani,2021-04-01 08:39:19.297000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
catchbelif/model-f1-469-f9-568-f4-7-f2-68,model_f1_469_f9_568_f4_7_f2_68,catchbelif,2021-02-18 09:54:34.810000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
salmaneunus/cassava-classification-10,Cassava  classification 10,Salman Ibne Eunus,2021-01-27 13:02:32.600000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ramjib/cassava-leaf-disease-classification-model,Cassava Leaf Disease Classification - Model,Ram (ji),2021-01-25 04:39:25.420000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shubham219/model-ensembling-with-k-fold,Model Ensembling With K Fold,ShubhamChauhan,2021-02-13 07:57:59.317000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sidharkal/cassava-efficientnet-baseline,Cassava_EfficientNet_Baseline,Siddheshwar Harkal,2020-12-27 05:19:54.627000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
drcapa/cassava-leaf-disease-classification-tpu-tutorial,Cassava_Leaf_Disease_Classification_TPU_Tutorial,DrCapa,2021-03-25 13:28:09.873000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
dliend/starter-fastai-pretrained-model-weights-offline,Starter: fastai pretrained model weights offline,DanJL,2020-11-28 18:53:26.523000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
adrianromano/c-l-assava-y-leaf-diseases-with-cnn-keras,C(l)assava(y) Leaf Diseases with CNN Keras,Adrian R Angkawijaya,2020-11-23 21:48:06.453000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
cdk292/efficientnetb0-with-r-and-tf2-cyclic-lr,"EfficientNetB0 with R and tf2, cyclic lr",Etienne R,2021-03-10 09:30:43.267000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
chekoduadarsh/starter-code-cassava-leaf-disease-cam,Starter Code : Cassava Leaf Disease + CAM,A/C,2020-12-04 01:01:14.073000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
bibhash123/cassava-classification-simple-overview-tf-keras,Cassava Classification: Simple overview [Tf.keras],black_raven,2021-01-04 20:03:43.810000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
domizianostingi/cnn-keras-model,CNN Keras model,domiziano.stingi95,2020-11-24 17:04:03.240000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
lwendo/very-simple-notebook-keras-densenet-gpu,Very Simple Notebook: Keras/Densenet GPU,LwKzGonzalez,2020-11-24 22:05:10.753000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
konradb/resized-images,resized_images,Konrad Banachewicz,2020-11-20 00:12:22.017000,14,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
theprincipleman/cassava-leaf-disease-detection,Cassava leaf disease detection,Siddhant Gulve,2023-02-25 16:44:21.017000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
tzlw1931/transfer-learning-with-convnext,Transfer learning with ConvNeXt,zhang terry,2023-04-14 15:42:32.323000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
teyosan1229/study-eda-plot-30days,study EDA/plot 30days:),teyosan1229,2022-07-12 02:23:01.633000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
skotar/cassava-dis-classification,Cassava_dis_classification,Yana Skotar,2022-11-04 11:49:47.553000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
msripooja/vit-cassava-disease-detection,ViT - Cassava Disease Detection,Sripooja Mallam,2022-02-03 13:18:06.430000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ttahara/infer-cassava-ens10,[Infer]Cassava ens10,Tawara,2021-02-18 19:33:34.697000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
imeintanis/cassava-shake-up-report,Cassava: Shake-up Report,Ioannis M,2021-02-23 19:38:15.900000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
anmolkapoor/tf-efficientnetb4-mixup-cutmix-gridmask-cv-0-90,TF EfficientNetB4 MixUp CutMix GridMask CV 0.90,Anmol Kapoor,2021-02-12 04:51:55.850000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
markwijkhuizen/cassava-leaf-disease-inference-5-fold,Cassava Leaf Disease Inference 5-Fold,Mark Wijkhuizen,2021-02-19 15:28:11.537000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
darknesszx/darknesszxzxx,DarknessZXZXX,DarknessZX,2021-01-21 15:22:59.647000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sarangbhatnagar/leaf-efficientnet-84-5-percent-accuracy,leaf-EfficientNet 84.5 percent accuracy,Sarang Bhatnagar,2021-01-20 15:14:15.110000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ryohatano/efficientnet-and-bi-tempered-w-pytorch-lightning,Efficientnet and Bi-Tempered w/ Pytorch-Lightning,yahhogogo,2021-02-08 09:02:48.520000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
nageshsingh/cassava-leaf-disease-classification-efficientnetb4,Cassava Leaf Disease Classification_EfficientNetB4,Nagesh Singh Chauhan,2021-01-09 06:28:57.947000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
akshat0007/cassavaleaf-densenet121-tensorflow,CassavaLeaf DenseNet121 Tensorflow,Akshat Dubey,2021-01-03 07:49:39.880000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
houssemayed/cnn-inceptionnet-model,CNN InceptionNet model,Houssem Ayed,2021-01-09 20:51:27.693000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
btseytlin/interactive-visualization-with-umap-and-bokeh,Interactive visualization with UMAP and Bokeh,Boris Tseitlin,2020-12-30 11:55:57.813000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
deepakat002/efficientnetb3-inference-0-860,EfficientNetB3 - inference (0.860),Deepak,2020-12-15 05:00:05.770000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
cdk292/learning-rate-finder-for-efficientnetb0-with-r,Learning rate finder for EfficientNetB0 with R,Etienne R,2020-12-07 07:16:31.407000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shrutisaxena/resnet50-e10,Resnet50_e10,Shruti Saxena,2020-12-05 17:13:15.983000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shanmukh05/cassava-leaf-diseases,Cassava_Leaf_Diseases,Shanmukh,2020-12-12 07:06:13.463000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ajaykumar7778/tpu-train-effnets,Tpu train effnets,AjayKumar,2020-12-02 13:23:14.910000,13,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sonujha090/leaf-disease-classification,Leaf-Disease-Classification,Sonu Jha,2022-12-17 05:48:02.600000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
hrishikesh1kumar/4th-year-project,4th year project,HRISHIKESH KUMAR,2022-05-22 05:32:36.847000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
espsiyam/cassava-leaf-disease-transfer-learning,Cassava Leaf Disease: Transfer Learning,Sohag Ahammed Siyam,2021-02-22 07:31:39.377000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
minseokkim34/cassava-disease-resnet50-on-pytorch,[Cassava Disease] ResNet50 on PyTorch,Hyperbolic34,2021-02-18 06:25:02.263000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
janaushad98/cassava-eda,Cassava EDA,Junayed Naushad,2021-03-03 01:02:28.810000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
iraqai/keras-efficientnet7-aug-tpu-training-88,keras-efficientnet7+aug+tpu-training-(88%),AlmaamoonAl-saedi,2021-02-04 14:16:53.113000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
mohneesh7/cassava-2020-case-study-full-progress-keras-gpu,Cassava 2020(Case study)[Full Progress][keras+GPU],Mohneesh_Sreegirisetty,2021-02-17 16:21:59.410000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sm00ther/cassava-keras-test,cassava keras test,Oleg Gladkov,2021-01-27 20:45:15.320000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
woshifym/cassava-mean-std-calculation,Cassava Mean&Std Calculation,LeoF,2021-01-15 05:08:21.547000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
gauravsethia/xception-v1,Xception_v1,Gaurav Sethia,2021-01-12 10:28:31.933000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
legendsplay/vgg16-transfer-learning,VGG16 Transfer Learning,AKSHAY KUMAR,2021-01-20 14:11:09.977000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
saurabh2mishra/cassava-leaf-disease-inference-label-smoothing,Cassava Leaf Disease [Inference] Label Smoothing,Saurabh Mishra,2021-01-05 14:45:45.650000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
vkehfdl1/for-korean-lb-0-895-effnetb4-train,[For Korean] LB 0.895 코드 (effnetb4 사용 train 코드),Dongkyu Kim,2021-02-07 12:58:30.557000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
frankmollard/crossfade-mixup-augmented-imgs,CrossFade (MixUp) Augmented Imgs,Frank Mollard,2020-12-17 15:14:04.710000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
henry090/work-with-fast-ai-from-r,Work with fast.ai from R,Turgut,2020-12-14 07:19:52.457000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
pranavuikey/fastai-training-inference,fastai training & inference ,Pranav Uikey,2020-12-14 09:02:56.740000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ulhaqi12/cassava-leaf-disease-data-analysis,Cassava Leaf Disease - Data Analysis,Ikram Ul Haq,2020-11-24 17:56:28.960000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
nroman/cassa-leaf-with-pytorch,Cassa Leaf with Pytorch,Roman,2020-11-25 10:08:41.127000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
zaber666/efficientnet-b4-with-mixup-train-baseline,[EfficientNet B4 with Mixup] - Train Baseline,Zaber Ibn Abdul Hakim,2023-04-04 19:38:38.183000,12,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kousikv22mcr055/cassava-effecientnet-v3,cassava effecientnet v3,Kousik V 22MCR055,2024-04-15 10:53:53.397000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
nanamiyvonne/res50-effi-b8,res50+Effi_b8,NANAMIyvonne,2023-04-13 02:59:36.993000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sukanyabag/vision-transformers-pytorch-beats-cnns,Vision Transformers || PyTorch (beats CNNs) ,Sukanya Bag,2023-03-03 18:45:37.183000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kritinsai/cyclegan-on-tomato-leaf-from-plant-village,CycleGAN on Tomato Leaf from Plant Village,kritin,2022-10-10 03:15:53.437000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sayansh001/cassava-disease-detection-using-efficientnet,Cassava Disease Detection using EfficientNet,Sayan Saha,2022-03-02 05:31:24.237000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
olegkomenchuk/cassava-leaf-disease-classification-submission,Cassava Leaf Disease Classification: Submission,Oleh Komenchuk,2022-01-13 14:58:12.463000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
jagadish13/resnet200d-reliable-pub-private-lb-and-cv,Resnet200d - Reliable Pub/Private LB and CV,Jagadish Sivakumar,2021-02-25 15:22:07.790000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
yindachen/vit-ensemble-cyd,ViT: Ensemble CYD,Yinda Chen,2021-02-11 02:32:43.533000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
davidvazquezcic/ensamble-effnb2-resnet50,Ensamble EffNB2--ResNet50,David Vazquez,2023-03-27 20:09:17.473000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
anhtu96/cassava-oversample-create-tfrecords,Cassava - oversample & create TFRecords,Tu Ngo,2021-02-09 05:48:08.733000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
muhammetcepi/resnet18-classification,Resnet18_classification,Muhammet çepi,2021-01-09 14:36:18.603000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
mohneesh7/cassava-leaf-disease-detection-keras,Cassava Leaf Disease Detection (Keras),Mohneesh_Sreegirisetty,2021-02-01 09:39:41.507000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
senkmp/simple-eda-using-tf-records,Simple EDA using tf records,SiDdhartha,2020-12-30 07:29:46.470000,11,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ihelon/hubmap-exploratory-data-analysis,HuBMAP - Exploratory Data Analysis,Yaroslav Isaienkov,2023-05-23 21:02:21.837000,867,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
iafoss/hubmap-pytorch-fast-ai-starter-sub,HuBMAP Pytorch/fast.ai starter sub,Iafoss,2021-03-12 06:33:05.707000,736,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
vgarshin/kidney-unet-model-keras-inference,Kidney Unet model (keras) inference,Vasiliy,2021-05-10 07:29:29.793000,668,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
iafoss/256x256-images,256x256 images,Iafoss,2021-03-12 06:31:29.987000,642,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
iafoss/hubmap-pytorch-fast-ai-starter,HuBMAP Pytorch/fast.ai starter,Iafoss,2021-03-11 18:12:40.730000,611,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
finlay/pytorch-fcn-resnet50-in-20-minute,Pytorch FCN-Resnet50 in 20 minute,Finlay,2021-04-07 09:28:31.627000,592,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
wrrosa/hubmap-tf-with-tpu-efficientunet-512x512-subm,HuBMAP: TF with TPU EfficientUNet 512x512[subm],Wojtek Rosa,2021-03-11 14:36:57.140000,560,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
wrrosa/hubmap-tf-with-tpu-efficientunet-512x512-train,HuBMAP: TF with TPU EfficientUNet 512x512[train],Wojtek Rosa,2021-03-11 09:07:44.707000,425,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
matjes/hubmap-efficient-sampling-deepflash2-sub,HuBMAP Efficient Sampling (deepflash2) [sub],Matthias Griebel,2021-05-11 10:53:03.943000,405,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
tivfrvqhs5/global-mask-shift,Global Mask Shift,David Austin,2020-12-30 02:55:27.953000,382,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
yassinealouini/all-the-segmentation-metrics,All the segmentation metrics!,Yassine Alouini,2022-04-04 15:16:00.773000,329,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
drzhuzhe/efficientnet-linknet-or-unet,Efficientnet + Linknet or Unet,Drzhuzhe,2021-04-27 06:35:52.837000,323,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
matjes/hubmap-efficient-sampling-deepflash2-train,HuBMAP Efficient Sampling (deepflash2) [train],Matthias Griebel,2021-03-26 17:01:34.453000,270,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
joshi98kishan/foldtraining-pytorch-tpu-8-cores,[FoldTraining] PyTorch-TPU🔥-8-Cores,Kishan Joshi,2020-12-20 04:49:00.303000,260,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
vineeth1999/hubmap-eda-pytorch-efficientunet-offline-training,HuBMAP EDA  Pytorch EfficientUNet Offline Training,Convophile,2021-01-05 16:13:58.350000,227,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
leighplt/pytorch-fcn-resnet50,Pytorch FCN-Resnet50,Leigh,2021-05-25 08:14:44.927000,217,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
durbin164/hubmap-tf-with-multiple-model-ensumble-sub,HuBMAP: TF with Multiple model ensumble[sub],Md. Masud Rana,2021-05-10 13:22:40.907000,202,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
kiranchaudharyy/hubmap-unet-effnetb4-ns-single-fold-infer,HuBMAP_Unet_EffNetB4_NS_Single_fold_infer,Kiran Chaudhary,2021-03-30 16:41:49.787000,183,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
roydatascience/hubmap-sub-effunet5-tpu-efficientunet-512x512,HuBMAP SUB EffUNet5 + TPU EfficientUNet 512x512,Ashish Gupta,2021-05-02 18:43:45.817000,174,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
graafffff/fork-of-sub-no-code,Fork of sub_no_code,DA,2021-04-10 02:34:01.923000,154,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
matjes/hubmap-labels-pdf-0-5-0-25-0-01,hubmap_labels_pdf_0.5_0.25_0.01,Matthias Griebel,2021-03-22 15:23:10.683000,153,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
tikutiku/hubmap-tilespadded-inference-v2,HuBMAP TilesPadded Inference V2,Tom,2021-04-15 09:11:12.597000,148,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
gunesevitan/pixel-size-and-tissue-thickness-domain-adaptation,Pixel Size and Tissue Thickness Domain Adaptation,Gunes Evitan,2023-05-23 07:27:38.067000,139,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
wrrosa/hubmap-tf-with-tpu-efficientunet-512x512-tfrecs,HuBMAP: TF with TPU EfficientUNet 512x512[tfrecs],Wojtek Rosa,2021-03-11 09:20:01.343000,136,hubmap-kidney-segmentation,Visão Computacional,0,0,0,0,0,0,0,0,0
